timestamp,open,high,low,close,volume,pair,returns_1h,returns_4h,returns_24h,volatility_20,volume_ma_ratio,rsi_14,macd_line,macd_signal,macd_hist,ma_slope,price_zscore,bollinger_upper,bollinger_lower,bollinger_width,atr_14,obv_change
2026-03-13 16:45:00,1.4104,1.415,1.4091,1.4098,1163853.8,XRP/USDT,-0.00042541123085659827,0.000567778566359145,-0.016875871687587196,0.0038699786113959938,0.3740275981043212,35.76413404238784,-0.006066700830669847,-0.003240403612151755,-0.002826297218518092,-0.003126708823488265,-1.4847435285605952,1.4545765996750877,1.398263400324912,0.03947869445897826,0.010235714285714301,-1.275930253424281
2026-03-13 17:00:00,1.4097,1.4109,1.4065,1.4099,1424593.7,XRP/USDT,7.093204709884837e-05,0.00028378857750976927,-0.01191393930899165,0.003796140761453608,0.45776982251469556,35.89595980228391,-0.006211657709905838,-0.0038346544317025715,-0.0023770032782032663,-0.002756540646699859,-1.3721986951526115,1.4548053259730929,1.396594674026907,0.04082952370497706,0.009557142857142866,-1.2346020149602503
2026-03-13 17:15:00,1.4099,1.4128,1.4014,1.4023,1990529.6,XRP/USDT,-0.005390453223632741,-0.0013530836063236906,-0.015791690061763064,0.003918715366159136,0.6323608062088044,30.733741054164284,-0.006860707598652649,-0.004439865065092587,-0.002420842533560062,-0.002990522990523098,-1.8128004409417544,1.4554234028222195,1.3935765971777803,0.04341650097889732,0.009835714285714297,-2.74990472878305
2026-03-13 17:30:00,1.4023,1.4033,1.3953,1.3972,2243249.9,XRP/USDT,-0.003636882264850705,-0.009359047078842941,-0.020333754031692575,0.0039019056854298012,0.7060512005565946,27.840352069008162,-0.007697875373612106,-0.005091467126796491,-0.002606408246815615,-0.0033980019607911497,-1.974737188950789,1.4560229799056865,1.3897670200943135,0.046564194695584,0.009764285714285734,-2.1349485044093806
2026-03-13 17:45:00,1.3971,1.3978,1.392,1.3941,2123193.8,XRP/USDT,-0.0022187231606070057,-0.01113633139452408,-0.018377693282636276,0.003783532802340982,0.6743932982453086,26.22424338470867,-0.00851334442380991,-0.005775842586199176,-0.002737501837610734,-0.004236691720857006,-1.9668715554642238,1.4560123353454852,1.3858276646545147,0.04939382279858864,0.009650000000000016,-3.798427472891551
2026-03-13 18:00:00,1.3942,1.3972,1.3915,1.3971,1209340.7,XRP/USDT,0.0021519259737465823,-0.009078658060855282,-0.01909710032998657,0.003824088749213987,0.3858835559024969,30.432904493115828,-0.008815910267425897,-0.00638385612244452,-0.002432054144981377,-0.005221950514795311,-1.6165035991320655,1.4549548056418669,1.3830651943581334,0.050661807375376844,0.008942857142857157,16.224589045622743
2026-03-13 18:15:00,1.3972,1.3976,1.39,1.397,1278789.8,XRP/USDT,-7.157683773528767e-05,-0.0037795050987663448,-0.020542662833905823,0.0037619174624039364,0.44231756147926765,30.3707104679865,-0.008960474272909025,-0.006899179752537421,-0.0020612945203716034,-0.006168134598012626,-1.4962754079896,1.4530210826821732,1.3808989173178268,0.05089922465302229,0.008500000000000016,1.8689123590592152
2026-03-13 18:30:00,1.3969,1.4014,1.3965,1.4001,772306.8,XRP/USDT,0.0022190408017179752,0.0020755797308902313,-0.020429580913734036,0.0034364916798027456,0.2937129158976824,34.81784582366453,-0.008724329556146326,-0.007264209713259203,-0.0014601198428871231,-0.006980648581779522,-1.215200455013047,1.4485341588310827,1.3807158411689173,0.047940844861475936,0.008185714285714305,9.207288654143715
2026-03-13 18:45:00,1.4001,1.4012,1.3964,1.3975,1031758.4,XRP/USDT,-0.0018570102135561095,0.002438849436912749,-0.025181361607142905,0.003434264868834024,0.41115041937469576,32.918827811533674,-0.008647300737530061,-0.007540827918113375,-0.0011064728194166863,-0.007487679845927428,-1.281701986178147,1.4441390674381194,1.3805009325618802,0.04505928888370848,0.007792857142857157,1.4387042000349264
2026-03-13 19:00:00,1.3974,1.4007,1.3961,1.3999,606535.9,XRP/USDT,0.001717352415026907,0.002004151456588499,-0.024663833344945374,0.003356145394171716,0.26406873358453087,36.36883227185415,-0.008296952794311752,-0.007692052893353051,-0.0006048999009587008,-0.007801861098501971,-1.0675679881898468,1.4373820197056921,1.382457980294308,0.0389554296778428,0.00711428571428574,2.41408564185755
2026-03-13 19:15:00,1.3999,1.4012,1.3975,1.3996,1552345.6,XRP/USDT,-0.00021430102150155061,0.0018611309949891908,-0.02670375521557722,0.003371919111887608,0.7031889649930536,36.118770863584054,-0.007951843120345137,-0.007744010938751468,-0.00020783218159366873,-0.00809883419413053,-1.0254035875656213,1.429589310845957,1.385630689154043,0.031229262147834905,0.0065642857142857525,1.7366745942040387
